entry_date,strike,option_type,entry_price,quantity,premium,strategy,enhanced,greeks_score,delta,gamma,theta,vega,trailing_activated,trailing_stop_price,highest_price,exit_date,exit_price,pnl,pnl_pct,exit_reason,days_held
2021-03-10 17:30:02.914758,15925,put,48.54440459909605,50,2427.2202299548026,day_high_low,True,90.0,-0.4999566489259668,0.019994581849787214,-0.09998374466855973,0.1499837442281349,True,195.74989711959026,197.72716880766694,2021-03-30 17:30:02.914758,197.72716880766694,7459.138210428544,3.073119661073129,TIMEOUT,20
2021-04-01 17:30:02.914758,15985,put,89.56675395407407,50,4478.337697703703,day_high_low,True,90.0,-0.4999944843187404,0.019999310551726292,-0.09999793164091848,0.14999793163378822,True,135.24976002590293,136.61591921808377,2021-04-02 17:30:02.914758,136.61591921808377,2352.458263200485,0.5252972022200834,TIMEOUT,1
2021-04-07 17:30:02.914758,15195,put,92.49660810361569,50,4624.8304051807845,day_high_low,True,90.0,-0.4999855781610164,0.019998197351370494,-0.09999459195662112,0.14999459190787506,True,228.06266999310054,230.36633332636418,2021-04-08 17:30:02.914758,230.36633332636418,6893.486261137426,1.4905381726895908,TIMEOUT,1
2021-04-05 17:30:02.914758,15515,put,54.870211803714405,50,2743.51059018572,day_high_low,True,90.0,-0.49998636898902316,0.019998296196205707,-0.09999488850152524,0.14999488845797854,True,173.35667704316367,175.10775458905422,2021-04-12 17:30:02.914758,175.10775458905422,6011.877139266991,2.1913081585225522,TIMEOUT,7
2021-04-08 17:30:02.914758,14945,put,13.456856510585455,50,672.8428255292728,day_high_low,True,90.0,-0.4999674577797042,0.01999593263610534,-0.09998779741196545,0.14998779716378005,True,85.09123271992365,85.950740121135,2021-04-19 17:30:02.914758,85.950740121135,3624.6941805274773,5.387133581570428,TIMEOUT,11
2021-04-27 17:30:02.914758,15158,put,35.50073140767523,50,1775.0365703837615,day_high_low,True,90.0,-0.4999656000605017,0.01999570046977796,-0.09998710085469945,0.1499871005773703,True,95.41540388894677,96.37919584742099,2021-05-04 17:30:02.914758,96.37919584742099,3043.923221987288,1.714850991114619,TIMEOUT,7
2021-03-30 17:30:02.914758,15725,put,10.249989104942602,50,512.4994552471301,day_high_low,True,90.0,-0.49998926025915447,0.019998657577448783,-0.09999597267828171,0.14999597265124903,True,421.2170366713808,425.47175421351596,2021-05-13 17:30:02.914758,425.47175421351596,20761.08825542867,40.50948355724116,TIMEOUT,44
2021-05-14 17:30:02.914758,15507,put,28.527176997439568,50,1426.3588498719785,day_high_low,True,90.0,-0.4999751747853579,0.019996897088896074,-0.09999069097782559,0.14999069083338978,True,83.87695638454237,84.72419836822462,2021-05-20 17:30:02.914758,84.72419836822462,2809.8510685392525,1.9699468116255936,TIMEOUT,6
2021-03-24 17:30:02.914758,15711,call,47.81572375552553,50,2390.7861877762766,day_high_low,True,110.0,0.5000363954158528,0.019995451090411325,-0.09998635265039073,0.14998635233995497,True,98.07732294841894,99.06800297820095,2021-05-21 17:30:02.914758,99.06800297820095,2562.6139611337708,1.0718708240143027,TIMEOUT,58
2021-03-29 17:30:02.914758,15880,put,93.03646260993531,50,4651.823130496766,day_high_low,True,90.0,-0.4999840433128474,0.019998005513561946,-0.099994016421341,0.14999401636166737,True,308.0043406540877,311.11549561018956,2021-05-25 17:30:02.914758,311.11549561018956,10903.951650012712,2.3440168175199485,TIMEOUT,57
2021-05-20 17:30:02.914758,15607,call,50.57248089568148,50,2528.624044784074,day_high_low,True,110.0,0.5000423644227882,0.019994705148161613,-0.09998411460331724,0.14998411418271115,True,127.07887408492041,128.3624990756772,2021-05-31 17:30:02.914758,128.3624990756772,3889.5009089997857,1.5381886908110614,TIMEOUT,11
2021-05-04 17:30:02.914758,15158,call,24.819503098866008,50,1240.9751549433004,day_high_low,True,110.0,0.5000327714669889,0.01999590398611691,-0.09998771145498273,0.1499877112032884,True,273.52162084043516,276.28446549538904,2021-06-07 17:30:02.914758,276.28446549538904,12573.248119826152,10.131748463892993,TIMEOUT,34
2021-05-28 17:30:02.914758,16058,call,49.67872908748415,50,2483.9364543742076,day_high_low,True,110.0,0.5000304156396584,0.01999619840639133,-0.09998859478557212,0.14998859456876293,False,37.25904681561311,49.67872908748415,2021-06-08 17:30:02.914758,37.44138662950207,-611.8671228991041,-0.2463296199955547,TIMEOUT,11
2021-06-07 17:30:02.914758,15458,put,30.431650232898832,50,1521.5825116449416,day_high_low,True,90.0,-0.49999975900737503,0.019999969875944563,-0.09999990962780647,0.14999990962779283,False,22.823737674674124,30.431650232898832,2021-06-08 17:30:02.914758,16.319435754318953,-705.6107239289939,-0.4637347751625887,TIMEOUT,1
2021-03-05 17:30:02.914758,15906,put,81.18371619580846,50,4059.185809790423,day_high_low,True,90.0,-0.49998790892603884,0.019998488672860467,-0.0999954659500557,0.14999546591579233,True,404.188148105077,408.27085667179495,2021-06-10 17:30:02.914758,408.27085667179495,16354.357023799324,4.028974723047651,TIMEOUT,97
2021-05-19 17:30:02.914758,15759,put,77.88654997201078,50,3894.327498600539,day_high_low,True,90.0,-0.4999707773168429,0.019996347498165225,-0.09998904209423848,0.14998904189410253,True,96.48946305678021,97.46410409775778,2021-06-15 17:30:02.914758,97.46410409775778,978.87770628735,0.25135988348158145,TIMEOUT,27
2021-03-16 17:30:02.914758,15653,put,96.87597203828003,50,4843.798601914002,day_high_low,True,90.0,-0.4999525398742145,0.019994068364058395,-0.09998220403649993,0.14998220350863098,True,214.39321005853353,216.55879803892276,2021-06-16 17:30:02.914758,216.55879803892276,5984.141300032136,1.235423227065538,TIMEOUT,92
2021-05-06 17:30:02.914758,15043,put,96.50716418713242,50,4825.358209356621,day_high_low,True,90.0,-0.4999667688294248,0.019995846535019606,-0.09998753908747052,0.1499875388286656,False,72.38037314034932,96.50716418713242,2021-06-17 17:30:02.914758,20.66177875394734,-3792.2692716592537,-0.7859041976004695,TIMEOUT,42
2021-03-19 17:30:02.914758,15464,call,24.292137974286646,50,1214.6068987143324,day_high_low,True,110.0,0.5000401584012496,0.019994980829750937,-0.0999849417334022,0.1499849413554579,True,38.55296592295148,38.94238982116311,2021-06-18 17:30:02.914758,38.94238982116311,732.5125923438233,0.6030861450887457,TIMEOUT,91
2021-05-24 17:30:02.914758,15654,put,94.77364273642762,50,4738.6821368213805,day_high_low,True,90.0,-0.49995283671922675,0.01999410545871448,-0.09998231533363154,0.14998231481234486,True,228.7230578319422,231.0333917494366,2021-06-22 17:30:02.914758,231.0333917494366,6812.9874506504475,1.4377388594417249,TIMEOUT,29
2021-05-31 17:30:02.914758,15707,put,56.467241865021705,50,2823.3620932510853,day_high_low,True,90.0,-0.4999843529192667,0.019998044210542378,-0.09999413251686853,0.1499941324594881,True,357.19220349117677,360.8002055466432,2021-06-25 17:30:02.914758,360.8002055466432,15216.648184081074,5.389548942537226,TIMEOUT,25
2021-06-02 17:30:02.914758,15683,call,31.320224491259715,50,1566.0112245629857,day_high_low,True,110.0,0.5000077779035463,0.01999902778568749,-0.09999708332870581,0.14999708331452732,True,31.82917050652957,32.1506772793228,2021-06-28 17:30:02.914758,32.1506772793228,41.522639403154216,0.026514905354360796,TIMEOUT,26
