timestamp,strategy,strategy_type,pnl,investment,roi,is_win,entry_price,exit_price,strike_price,option_type,strike_type,lots,lot_size,spot_price
2026-04-03 09:15:00,MULTI_TIMEFRAME_LOSING,,96.88140856672138,2123.999999999978,4.561271589770357,True,42.47999999999956,44.41762817133399,24500.0,CE,ATM,1,50,24526.08354071013
2026-04-03 09:15:00,ATR_BREAKOUT_LOSING,,126.16203950054026,2123.999999999978,5.939832368198755,True,42.47999999999956,45.003240790010366,24500.0,CE,ATM,1,50,24526.08354071013
2026-04-03 09:15:00,BREAKOUT_REVERSAL_LOSING,,104.43720106688967,2123.999999999978,4.917005699947776,True,42.47999999999956,44.56874402133736,24500.0,CE,ATM,1,50,24526.08354071013
2026-04-03 09:20:00,STRONG_MOMENTUM_LOSING,,859.8975582036801,15376.000000000022,5.592465909233083,True,307.52000000000044,324.717951164074,23800.0,CE,OTM,1,50,23640.581718784775
2026-04-03 09:25:00,TREND_FOLLOWING_OPTIMIZED,,-409.8628359439052,15376.000000000022,-2.665601170290743,False,307.52000000000044,299.3227432811223,23800.0,PE,OTM,1,50,23270.11184238182
2026-04-03 09:25:00,VOLUME_SPIKE_LOSING,,-287.0810615169888,15376.000000000022,-1.86707246043827,False,307.52000000000044,301.77837876966066,23800.0,PE,OTM,1,50,23270.11184238182
2026-04-03 09:30:00,WILLIAMS_REVERSAL_LOSING,,468.3059810432858,15376.000000000022,3.045694465682135,True,307.52000000000044,316.8861196208661,23800.0,CE,OTM,1,50,23557.748649206827
2026-04-03 09:30:00,MOMENTUM_REVERSAL_LOSING,,476.2610556591339,15376.000000000022,3.0974314233814595,True,307.52000000000044,317.0452211131831,23800.0,CE,OTM,1,50,23557.748649206827
2026-04-03 09:50:00,STOCHASTIC_OVERSOLD_LOSING,,-302.20484233733185,15376.000000000022,-1.965432117178274,False,307.52000000000044,301.4759031532538,23800.0,PE,OTM,1,50,22669.378579316028
2026-04-03 09:50:00,MACD_DIVERGENCE_LOSING,,700.7593634801034,15376.000000000022,4.557488055931987,True,307.52000000000044,321.5351872696025,23800.0,PE,OTM,1,50,22669.378579316028
2026-04-03 10:00:00,WILLIAMS_REVERSAL_LOSING,,-280.6433600095819,15376.000000000022,-1.8252039542766747,False,307.52000000000044,301.9071327998088,23800.0,CE,OTM,1,50,23518.41346354426
2026-04-03 10:00:00,CCI_EXTREME_LOSING,,523.3356657606986,15376.000000000022,3.4035878366330508,True,307.52000000000044,317.98671331521444,23800.0,CE,OTM,1,50,23518.41346354426
2026-04-03 10:00:00,DAY_HIGH_LOW_OPTIMIZED,,826.9216000160762,15376.000000000022,5.378002081269999,True,307.52000000000044,324.05843200032194,23800.0,CE,OTM,1,50,23518.41346354426
2026-04-03 10:10:00,HIGH_VOLUME_LOSING,,-454.03051796833336,15376.000000000022,-2.952851963893943,False,307.52000000000044,298.43938964063375,23800.0,CE,OTM,1,50,22924.408066791148
2026-04-03 10:10:00,BOLLINGER_SQUEEZE_LOSING,,-326.5762457335691,15376.000000000022,-2.123935000868683,False,307.52000000000044,300.98847508532907,23800.0,CE,OTM,1,50,22924.408066791148
2026-04-03 10:15:00,MULTI_TIMEFRAME_LOSING,,517.2892707278534,15376.000000000022,3.3642642477097597,True,307.52000000000044,317.86578541455754,23800.0,CE,ATM,1,50,23792.653751218513
2026-04-03 10:15:00,AI_ENHANCED_LOSING,,-303.1208903495214,15376.000000000022,-1.971389765540589,False,307.52000000000044,301.45758219301,23800.0,CE,ATM,1,50,23792.653751218513
2026-04-03 10:15:00,ATR_BREAKOUT_LOSING,,-449.13304189236817,15376.000000000022,-2.9210005325986446,False,307.52000000000044,298.53733916215305,23800.0,CE,ATM,1,50,23792.653751218513
2026-04-03 10:20:00,MACD_DIVERGENCE_LOSING,,474.8174644744733,15376.000000000022,3.088042823064989,True,307.52000000000044,317.0163492894899,23800.0,CE,OTM,1,50,23103.220084068387
2026-04-03 10:25:00,TREND_FOLLOWING_OPTIMIZED,,-448.5871971016633,15376.000000000022,-2.917450553470751,False,307.52000000000044,298.5482560579672,23800.0,PE,OTM,1,50,23165.11710465723
2026-04-03 10:25:00,STRONG_MOMENTUM_LOSING,,595.2433115648205,15376.000000000022,3.8712494248492435,True,307.52000000000044,319.42486623129685,23800.0,PE,OTM,1,50,23165.11710465723
2026-04-03 10:30:00,RSI_DIVERGENCE_LOSING,,339.11405448374006,7123.999999999978,4.760163594662284,True,142.47999999999956,149.2622810896744,24700.0,PE,ATM,1,50,24683.706886808894
2026-04-03 10:30:00,CCI_EXTREME_LOSING,,230.20694816965323,7123.999999999978,3.2314282449418017,True,142.47999999999956,147.08413896339263,24700.0,PE,ATM,1,50,24683.706886808894
2026-04-03 10:35:00,VOLUME_SPIKE_LOSING,,865.8425242845655,15376.000000000022,5.631129840560381,True,307.52000000000044,324.83685048569174,23800.0,CE,OTM,1,50,23483.087797851902
2026-04-03 10:40:00,WILLIAMS_REVERSAL_LOSING,,-441.82023096140387,15376.000000000022,-2.8734406280008016,False,307.52000000000044,298.6835953807724,23800.0,CE,OTM,1,50,23081.166269644782
2026-04-03 10:40:00,DAY_HIGH_LOW_OPTIMIZED,,775.3644006197646,15376.000000000022,5.042692511835091,True,307.52000000000044,323.02728801239573,23800.0,CE,OTM,1,50,23081.166269644782
2026-04-03 10:40:00,BOLLINGER_SQUEEZE_LOSING,,725.0513619009023,15376.000000000022,4.715474518085987,True,307.52000000000044,322.02102723801846,23800.0,CE,OTM,1,50,23081.166269644782
2026-04-03 10:45:00,AI_ENHANCED_LOSING,,530.952507905103,15376.000000000022,3.453125051411955,True,307.52000000000044,318.13905015810246,23800.0,PE,OTM,1,50,22591.70786740705
2026-04-03 10:45:00,STOCHASTIC_OVERSOLD_LOSING,,584.5914762441321,15376.000000000022,3.8019737008593344,True,307.52000000000044,319.21182952488306,23800.0,PE,OTM,1,50,22591.70786740705
2026-04-03 10:55:00,STRONG_MOMENTUM_LOSING,,398.6836928880193,9623.999999999978,4.142598637656071,True,192.47999999999956,200.45367385775995,24800.0,CE,ATM,1,50,24830.28749272614
2026-04-03 11:00:00,HIGH_VOLUME_LOSING,,498.48139335051155,15376.000000000022,3.2419445457239258,True,307.52000000000044,317.48962786701065,23800.0,PE,OTM,1,50,23344.777545320616
2026-04-03 11:00:00,MACD_DIVERGENCE_LOSING,,677.9992582081388,15376.000000000022,4.4094644784608334,True,307.52000000000044,321.0799851641632,23800.0,PE,OTM,1,50,23344.777545320616
2026-04-03 11:00:00,CCI_EXTREME_LOSING,,-250.49184252341968,15376.000000000022,-1.6291092775976803,False,307.52000000000044,302.51016314953205,23800.0,PE,OTM,1,50,23344.777545320616
2026-04-03 11:05:00,RSI_DIVERGENCE_LOSING,,200.39175874451755,4623.999999999978,4.333731806758618,True,92.47999999999956,96.48783517488992,24600.0,PE,ATM,1,50,24604.10437710353
2026-04-03 11:05:00,MOMENTUM_REVERSAL_LOSING,,148.30725569114534,4623.999999999978,3.207336844531705,True,92.47999999999956,95.44614511382245,24600.0,PE,ATM,1,50,24604.10437710353
2026-04-03 11:10:00,DAY_HIGH_LOW_OPTIMIZED,,-362.30182294087405,15376.000000000022,-2.3562813666810194,False,307.52000000000044,300.2739635411829,23800.0,CE,OTM,1,50,23710.466604731595
2026-04-03 11:15:00,BREAKOUT_REVERSAL_LOSING,,918.4064049911752,15376.000000000022,5.972986504885366,True,307.52000000000044,325.8881280998239,23800.0,CE,OTM,1,50,23368.51095000736
2026-04-03 11:20:00,ATR_BREAKOUT_LOSING,,-119.98129438807509,7123.999999999978,-1.684184368165012,False,142.47999999999956,140.08037411223808,24700.0,PE,ATM,1,50,24692.909950407007
2026-04-03 11:25:00,VOLUME_SPIKE_LOSING,,671.8393112378802,15376.000000000022,4.36940238838371,True,307.52000000000044,320.956786224758,23800.0,PE,OTM,1,50,23605.10565501973
2026-04-03 11:30:00,TREND_FOLLOWING_OPTIMIZED,,638.9947786911403,15376.000000000022,4.1557933057436225,True,307.52000000000044,320.2998955738233,23800.0,PE,OTM,1,50,23530.920899176184
2026-04-03 11:30:00,STRONG_MOMENTUM_LOSING,,797.4487782740758,15376.000000000022,5.186321398764794,True,307.52000000000044,323.46897556548197,23800.0,PE,OTM,1,50,23530.920899176184
2026-04-03 11:40:00,HIGH_VOLUME_LOSING,,162.16432686444836,2876.000000000022,5.638537095425839,True,57.52000000000044,60.7632865372894,24300.0,PE,ITM,1,50,24353.008196051
2026-04-03 11:45:00,MOMENTUM_REVERSAL_LOSING,,-316.99365482104747,15376.000000000022,-2.0616132597622725,False,307.52000000000044,301.1801269035795,23800.0,PE,OTM,1,50,23251.49898944758
2026-04-03 11:45:00,DAY_HIGH_LOW_OPTIMIZED,,-276.34747499614656,15376.000000000022,-1.7972650559062577,False,307.52000000000044,301.9930505000775,23800.0,PE,OTM,1,50,23251.49898944758
2026-04-03 11:50:00,MULTI_TIMEFRAME_LOSING,,741.5797255720088,15376.000000000022,4.8229690789022355,True,307.52000000000044,322.35159451144057,23800.0,PE,OTM,1,50,22807.081438023746
2026-04-03 11:50:00,RSI_DIVERGENCE_LOSING,,476.6304067255941,15376.000000000022,3.09983355050464,True,307.52000000000044,317.05260813451235,23800.0,PE,OTM,1,50,22807.081438023746
2026-04-03 11:50:00,STOCHASTIC_OVERSOLD_LOSING,,-339.80563892045177,15376.000000000022,-2.209974238556525,False,307.52000000000044,300.7238872215914,23800.0,PE,OTM,1,50,22807.081438023746
2026-04-03 11:50:00,ATR_BREAKOUT_LOSING,,500.19733134470715,15376.000000000022,3.2531043922002243,True,307.52000000000044,317.5239466268946,23800.0,PE,OTM,1,50,22807.081438023746
2026-04-03 11:50:00,BOLLINGER_SQUEEZE_LOSING,,587.483963072487,15376.000000000022,3.820785399795045,True,307.52000000000044,319.26967926145016,23800.0,PE,OTM,1,50,22807.081438023746
2026-04-03 11:55:00,CCI_EXTREME_LOSING,,891.4275076025584,15376.000000000022,5.797525413648265,True,307.52000000000044,325.3485501520516,23800.0,PE,OTM,1,50,23256.711280610027
