timestamp,type,strategy,pnl,is_win,message,thread_id,data_id
2026-04-03 22:30:27.603065,DATA_FETCH,,,,Data fetched: 24499.31,79808,1
2026-04-03 22:30:27.676329,PERFORMANCE,,,,"Performance: 0 trades, 0.0% win rate, 73.4MB memory",79808,
2026-04-03 22:30:27.603065,TRADE,TREND_FOLLOWING_OPTIMIZED,1463.6577758429808,True,Trade executed: TREND_FOLLOWING_OPTIMIZED P&L: 1463.66,79808,
2026-04-03 22:30:27.603065,TRADE,VOLUME_SPIKE_LOSING,-403.73697814163745,False,Trade executed: VOLUME_SPIKE_LOSING P&L: -403.74,79808,
2026-04-03 22:30:27.603065,TRADE,MULTI_TIMEFRAME_LOSING,1183.2273117228553,True,Trade executed: MULTI_TIMEFRAME_LOSING P&L: 1183.23,79808,
2026-04-03 22:30:27.603065,TRADE,RSI_DIVERGENCE_LOSING,1074.9778891888363,True,Trade executed: RSI_DIVERGENCE_LOSING P&L: 1074.98,79808,
2026-04-03 22:30:27.603065,TRADE,AI_ENHANCED_LOSING,858.3809125234338,True,Trade executed: AI_ENHANCED_LOSING P&L: 858.38,79808,
2026-04-03 22:30:27.603065,TRADE,STOCHASTIC_OVERSOLD_LOSING,1716.5860910056801,True,Trade executed: STOCHASTIC_OVERSOLD_LOSING P&L: 1716.59,79808,
2026-04-03 22:30:27.603065,TRADE,HIGH_VOLUME_LOSING,1112.8567369793363,True,Trade executed: HIGH_VOLUME_LOSING P&L: 1112.86,79808,
2026-04-03 22:30:27.603065,TRADE,CCI_EXTREME_LOSING,650.0274116409324,True,Trade executed: CCI_EXTREME_LOSING P&L: 650.03,79808,
2026-04-03 22:30:27.603065,TRADE,ATR_BREAKOUT_LOSING,520.5919822846099,True,Trade executed: ATR_BREAKOUT_LOSING P&L: 520.59,79808,
2026-04-03 22:30:27.603065,TRADE,MOMENTUM_REVERSAL_LOSING,1110.8303261940664,True,Trade executed: MOMENTUM_REVERSAL_LOSING P&L: 1110.83,79808,
2026-04-03 22:30:27.603065,TRADE,DAY_HIGH_LOW_OPTIMIZED,-432.5784090372983,False,Trade executed: DAY_HIGH_LOW_OPTIMIZED P&L: -432.58,79808,
2026-04-03 22:30:27.603065,TRADE,BOLLINGER_SQUEEZE_LOSING,829.2075375393765,True,Trade executed: BOLLINGER_SQUEEZE_LOSING P&L: 829.21,79808,
2026-04-03 22:30:27.603065,TRADE,BREAKOUT_REVERSAL_LOSING,1545.6343243013132,True,Trade executed: BREAKOUT_REVERSAL_LOSING P&L: 1545.63,79808,
2026-04-03 22:30:27.603065,TRADE,STRONG_MOMENTUM_LOSING,-394.39312425835766,False,Trade executed: STRONG_MOMENTUM_LOSING P&L: -394.39,79808,
2026-04-03 22:30:27.603065,TRADE,WILLIAMS_REVERSAL_LOSING,1781.7694618035941,True,Trade executed: WILLIAMS_REVERSAL_LOSING P&L: 1781.77,79808,
2026-04-03 22:30:29.665144,DATA_FETCH,,,,Data fetched: 24611.60,79808,2
2026-04-03 22:30:29.665144,TRADE,MULTI_TIMEFRAME_LOSING,672.5462659629576,True,Trade executed: MULTI_TIMEFRAME_LOSING P&L: 672.55,79808,
2026-04-03 22:30:29.665144,TRADE,TREND_FOLLOWING_OPTIMIZED,1107.030165608137,True,Trade executed: TREND_FOLLOWING_OPTIMIZED P&L: 1107.03,79808,
2026-04-03 22:30:29.665144,TRADE,VOLUME_SPIKE_LOSING,873.6658486773981,True,Trade executed: VOLUME_SPIKE_LOSING P&L: 873.67,79808,
2026-04-03 22:30:29.665144,TRADE,HIGH_VOLUME_LOSING,1346.994329038855,True,Trade executed: HIGH_VOLUME_LOSING P&L: 1346.99,79808,
2026-04-03 22:30:29.665144,TRADE,STRONG_MOMENTUM_LOSING,668.5201746764781,True,Trade executed: STRONG_MOMENTUM_LOSING P&L: 668.52,79808,
2026-04-03 22:30:29.665144,TRADE,MACD_DIVERGENCE_LOSING,1645.0862663515065,True,Trade executed: MACD_DIVERGENCE_LOSING P&L: 1645.09,79808,
2026-04-03 22:30:29.665144,TRADE,WILLIAMS_REVERSAL_LOSING,-433.84484817782715,False,Trade executed: WILLIAMS_REVERSAL_LOSING P&L: -433.84,79808,
2026-04-03 22:30:29.665144,TRADE,ATR_BREAKOUT_LOSING,1422.5433273373035,True,Trade executed: ATR_BREAKOUT_LOSING P&L: 1422.54,79808,
2026-04-03 22:30:29.665144,TRADE,MOMENTUM_REVERSAL_LOSING,546.0182084195662,True,Trade executed: MOMENTUM_REVERSAL_LOSING P&L: 546.02,79808,
2026-04-03 22:30:29.665144,TRADE,DAY_HIGH_LOW_OPTIMIZED,1939.309613052543,True,Trade executed: DAY_HIGH_LOW_OPTIMIZED P&L: 1939.31,79808,
2026-04-03 22:30:29.665144,TRADE,BOLLINGER_SQUEEZE_LOSING,1986.920168051771,True,Trade executed: BOLLINGER_SQUEEZE_LOSING P&L: 1986.92,79808,
2026-04-03 22:30:29.665144,TRADE,BREAKOUT_REVERSAL_LOSING,855.7529003994971,True,Trade executed: BREAKOUT_REVERSAL_LOSING P&L: 855.75,79808,
2026-04-03 22:30:29.665144,TRADE,STOCHASTIC_OVERSOLD_LOSING,530.3054664213886,True,Trade executed: STOCHASTIC_OVERSOLD_LOSING P&L: 530.31,79808,
2026-04-03 22:30:29.665144,TRADE,AI_ENHANCED_LOSING,772.3924856895501,True,Trade executed: AI_ENHANCED_LOSING P&L: 772.39,79808,
2026-04-03 22:30:31.667506,DATA_FETCH,,,,Data fetched: 23129.04,79808,3
2026-04-03 22:30:31.667506,TRADE,MULTI_TIMEFRAME_LOSING,586.9687495334742,True,Trade executed: MULTI_TIMEFRAME_LOSING P&L: 586.97,79808,
2026-04-03 22:30:31.667506,TRADE,TREND_FOLLOWING_OPTIMIZED,1337.5877604885284,True,Trade executed: TREND_FOLLOWING_OPTIMIZED P&L: 1337.59,79808,
2026-04-03 22:30:31.667506,TRADE,VOLUME_SPIKE_LOSING,-323.13079020636275,False,Trade executed: VOLUME_SPIKE_LOSING P&L: -323.13,79808,
2026-04-03 22:30:31.667506,TRADE,STRONG_MOMENTUM_LOSING,-334.08591749977376,False,Trade executed: STRONG_MOMENTUM_LOSING P&L: -334.09,79808,
2026-04-03 22:30:31.667506,TRADE,WILLIAMS_REVERSAL_LOSING,1441.5030902654107,True,Trade executed: WILLIAMS_REVERSAL_LOSING P&L: 1441.50,79808,
2026-04-03 22:30:31.667506,TRADE,CCI_EXTREME_LOSING,1871.0254719469156,True,Trade executed: CCI_EXTREME_LOSING P&L: 1871.03,79808,
2026-04-03 22:30:31.667506,TRADE,ATR_BREAKOUT_LOSING,-268.7630932507317,False,Trade executed: ATR_BREAKOUT_LOSING P&L: -268.76,79808,
2026-04-03 22:30:31.667506,TRADE,MOMENTUM_REVERSAL_LOSING,1583.7263085925933,True,Trade executed: MOMENTUM_REVERSAL_LOSING P&L: 1583.73,79808,
2026-04-03 22:30:31.667506,TRADE,DAY_HIGH_LOW_OPTIMIZED,525.8767469902418,True,Trade executed: DAY_HIGH_LOW_OPTIMIZED P&L: 525.88,79808,
2026-04-03 22:30:31.667506,TRADE,BOLLINGER_SQUEEZE_LOSING,1755.4138576730472,True,Trade executed: BOLLINGER_SQUEEZE_LOSING P&L: 1755.41,79808,
2026-04-03 22:30:31.667506,TRADE,BREAKOUT_REVERSAL_LOSING,1617.4613486766261,True,Trade executed: BREAKOUT_REVERSAL_LOSING P&L: 1617.46,79808,
2026-04-03 22:30:31.667506,TRADE,STOCHASTIC_OVERSOLD_LOSING,573.1298729882412,True,Trade executed: STOCHASTIC_OVERSOLD_LOSING P&L: 573.13,79808,
2026-04-03 22:30:31.667506,TRADE,AI_ENHANCED_LOSING,757.0386229134815,True,Trade executed: AI_ENHANCED_LOSING P&L: 757.04,79808,
2026-04-03 22:30:33.670517,DATA_FETCH,,,,Data fetched: 24750.27,79808,4
2026-04-03 22:30:33.670517,TRADE,MULTI_TIMEFRAME_LOSING,1552.483261545201,True,Trade executed: MULTI_TIMEFRAME_LOSING P&L: 1552.48,79808,
2026-04-03 22:30:33.670517,TRADE,STOCHASTIC_OVERSOLD_LOSING,555.7058671799712,True,Trade executed: STOCHASTIC_OVERSOLD_LOSING P&L: 555.71,79808,
2026-04-03 22:30:33.670517,TRADE,TREND_FOLLOWING_OPTIMIZED,733.4489046511794,True,Trade executed: TREND_FOLLOWING_OPTIMIZED P&L: 733.45,79808,
2026-04-03 22:30:33.670517,TRADE,VOLUME_SPIKE_LOSING,704.5383445619121,True,Trade executed: VOLUME_SPIKE_LOSING P&L: 704.54,79808,
2026-04-03 22:30:33.670517,TRADE,HIGH_VOLUME_LOSING,-165.01770660195484,False,Trade executed: HIGH_VOLUME_LOSING P&L: -165.02,79808,
2026-04-03 22:30:33.670517,TRADE,STRONG_MOMENTUM_LOSING,-403.9577843607239,False,Trade executed: STRONG_MOMENTUM_LOSING P&L: -403.96,79808,
2026-04-03 22:30:33.670517,TRADE,MACD_DIVERGENCE_LOSING,1795.8445260256335,True,Trade executed: MACD_DIVERGENCE_LOSING P&L: 1795.84,79808,
2026-04-03 22:30:33.670517,TRADE,CCI_EXTREME_LOSING,1331.0875282759016,True,Trade executed: CCI_EXTREME_LOSING P&L: 1331.09,79808,
2026-04-03 22:30:33.670517,TRADE,ATR_BREAKOUT_LOSING,681.4982679391508,True,Trade executed: ATR_BREAKOUT_LOSING P&L: 681.50,79808,
2026-04-03 22:30:33.670517,TRADE,MOMENTUM_REVERSAL_LOSING,1438.9224135483882,True,Trade executed: MOMENTUM_REVERSAL_LOSING P&L: 1438.92,79808,
2026-04-03 22:30:33.670517,TRADE,BOLLINGER_SQUEEZE_LOSING,645.0146375048361,True,Trade executed: BOLLINGER_SQUEEZE_LOSING P&L: 645.01,79808,
2026-04-03 22:30:33.670517,TRADE,BREAKOUT_REVERSAL_LOSING,1605.887954698348,True,Trade executed: BREAKOUT_REVERSAL_LOSING P&L: 1605.89,79808,
2026-04-03 22:30:33.670517,TRADE,RSI_DIVERGENCE_LOSING,1125.302673539953,True,Trade executed: RSI_DIVERGENCE_LOSING P&L: 1125.30,79808,
2026-04-03 22:30:33.670517,TRADE,AI_ENHANCED_LOSING,707.6589814635635,True,Trade executed: AI_ENHANCED_LOSING P&L: 707.66,79808,
2026-04-03 22:30:35.672378,DATA_FETCH,,,,Data fetched: 24807.54,79808,5
2026-04-03 22:30:35.672378,TRADE,AI_ENHANCED_LOSING,756.7780603314473,True,Trade executed: AI_ENHANCED_LOSING P&L: 756.78,79808,
2026-04-03 22:30:35.672378,TRADE,VOLUME_SPIKE_LOSING,1453.2356487772095,True,Trade executed: VOLUME_SPIKE_LOSING P&L: 1453.24,79808,
