timestamp,strategy,signal_type,strike_price,entry_price,exit_price,quantity,pnl,roi_percent,entry_time,exit_time,reason,story,confidence,spot_price,expiry,days_to_expiry,ce_delta_entry,pe_delta_entry,ce_gamma_entry,pe_gamma_entry,ce_theta_entry,pe_theta_entry,ce_vega_entry,pe_vega_entry,ce_delta_exit,pe_delta_exit,ce_gamma_exit,pe_gamma_exit,ce_theta_exit,pe_theta_exit,ce_vega_exit,pe_vega_exit,volume,market_regime,timeframe
2026-02-27 16:31:57,RSI_OVERBOUGHT,SELL_CE,21600,34.0,39.14375008391821,0,0.0,0,2022-03-28 01:00:00,2022-07-10 00:45:00,Trailing Stop: 15% from peak (115.1%),RSI Overbought: Trailing Stop: 15% from peak (115.1%),0.8820519726459335,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:57,RSI_OVERBOUGHT,SELL_CE,21600,34.0,39.23330279843138,0,0.0,0,2022-03-28 01:15:00,2022-07-10 00:45:00,Trailing Stop: 15% from peak (115.4%),RSI Overbought: Trailing Stop: 15% from peak (115.4%),0.8505790942654428,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:57,RSI_OVERBOUGHT,SELL_CE,21600,34.0,39.10742010582765,0,0.0,0,2022-03-28 05:45:00,2022-07-10 00:45:00,Trailing Stop: 15% from peak (115.0%),RSI Overbought: Trailing Stop: 15% from peak (115.0%),0.8113251807029491,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:57,RSI_OVERBOUGHT,SELL_CE,21200,34.88,40.115482171286956,0,0.0,0,2022-03-23 05:15:00,2022-07-10 05:30:00,Trailing Stop: 15% from peak (115.0%),RSI Overbought: Trailing Stop: 15% from peak (115.0%),0.9408026051629128,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,21850,34.07,40.30464452372276,0,0.0,0,2022-02-16 04:00:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (118.3%),RSI Overbought: Trailing Stop: 15% from peak (118.3%),0.9475522713655924,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,21750,33.28,39.31130469799805,0,0.0,0,2022-02-17 06:00:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (118.1%),RSI Overbought: Trailing Stop: 15% from peak (118.1%),1.0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,21850,35.01,41.21068561448399,0,0.0,0,2022-02-20 00:45:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.7%),RSI Overbought: Trailing Stop: 15% from peak (117.7%),0.8732406493065912,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.617575971711446,0,0.0,0,2022-02-22 00:00:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.3%),RSI Overbought: Trailing Stop: 15% from peak (117.3%),0.9283232554941292,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.70833620534657,0,0.0,0,2022-02-22 00:30:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.5%),RSI Overbought: Trailing Stop: 15% from peak (117.5%),0.8951619505687649,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.812187751218005,0,0.0,0,2022-02-22 00:45:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.9%),RSI Overbought: Trailing Stop: 15% from peak (117.9%),0.909054981090722,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.73163657231458,0,0.0,0,2022-02-22 01:00:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.6%),RSI Overbought: Trailing Stop: 15% from peak (117.6%),0.8160859321985001,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.6315535015905,0,0.0,0,2022-02-22 01:15:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.3%),RSI Overbought: Trailing Stop: 15% from peak (117.3%),0.8278374141270355,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.4394396173685,0,0.0,0,2022-02-22 01:45:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (116.8%),RSI Overbought: Trailing Stop: 15% from peak (116.8%),1.0,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_PE,24000,33.61,39.51342393162757,0,0.0,0,2022-02-22 02:30:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.6%),RSI Overbought: Trailing Stop: 15% from peak (117.6%),0.8252420625579397,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22200,33.78,39.63024307822028,0,0.0,0,2022-02-22 03:00:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.3%),RSI Overbought: Trailing Stop: 15% from peak (117.3%),0.918824033251213,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
2026-02-27 16:31:59,RSI_OVERBOUGHT,SELL_CE,22250,33.54,39.436770698820496,0,0.0,0,2022-02-24 00:15:00,2022-07-21 00:00:00,Trailing Stop: 15% from peak (117.6%),RSI Overbought: Trailing Stop: 15% from peak (117.6%),0.8685013765123721,25000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overbought,15min
